time,close,high,low,open,volumefrom,volumeto
1442275200,232.72,242.83,225.05,229.91,157489.87,36268114.98
1442534400,231.09,234.69,229.93,232.72,120792.41,28078825.48
1442793600,229.89,233.24,224.07,231.09,168572.97,38634349.26
1443052800,234.3,237.58,229.57,229.89,173987.89,40758478.52
1443312000,236.71,240.39,231.84,234.3,157710.89,37350216.68
1443571200,236.71,238.66,234.39,236.71,151341.25,35859789.42
1443830400,240.15,277.58,236.07,236.71,136399.68,32589139.15
1444089600,242.58,247.61,239.36,240.15,185598.3,45367661.43
1444348800,247.65,248.26,241.34,242.58,120959.36,29677294.02
1444608000,252.33,255.06,243.11,247.65,184852.96,46026337.86
1444867200,269.58,275.41,251.17,252.33,269656.14,71066633.19
1445126400,269.75,272.44,259.53,269.58,185836.74,49474260.13
1445385600,276.92,279.77,263.54,269.75,222114.18,60710682.06
1445644800,285.15,295.56,277.01,276.92,247239.79,70615846.5
1445904000,313.63,318.48,285.09,285.15,361196.51,109315929.67
1446163200,322.95,334.92,304.6,313.63,336033.73,107986434.35
1446422400,400.89,492.8,319.75,322.95,1162821.51,470018709.66
1446681600,385.09,447.24,348.84,400.89,661253.45,256180497.18
1446940800,336.69,389.78,323.21,385.09,430180.83,157878474.95
1447200000,333.77,346.13,292.38,336.69,525824.37,169679553.66
1447459200,330.21,369.8,314.06,333.77,246569.52,80737278.98
1447718400,324.98,342.91,323.36,330.21,262978.43,87682702.9
1447977600,322.78,328.42,309.48,324.98,191731.18,61658953.27
1448236800,327.52,330.04,315.54,322.78,171078.12,55322900.13
1448496000,355.83,368.92,327.4,327.52,371027.73,130339338.26
1448755200,361.8,382.56,353.66,355.83,309037.65,114280939.15
1449014400,361.67,371.37,347.16,361.8,240223.38,86374982.52
1449273600,394.28,402.19,361.5,361.67,343805.67,133609558.3
1449532800,415.49,424.58,388.03,394.28,293386.15,120627229.77
1449792000,434.69,467.71,403.69,415.49,450638.72,196170808.81
1450051200,453.98,465.16,428.84,434.69,511209.21,230316942.04
1450310400,461.2,466.12,447.29,453.98,209294.3,96097459.28
1450569600,437.03,462.76,423.99,461.2,309308.06,136432236.94
1450828800,454.05,460.62,434.28,437.03,185241.87,83225970.1
1451088000,421.76,456.48,400.45,454.05,344509.62,145802713.93
1451347200,429.95,435.04,417.14,421.76,204128.74,87211140.92
1451606400,430.7,437.95,423.09,429.95,135369.77,58391270.14
1451865600,430.82,435.26,425,430.7,141469.77,61145891.88
1452124800,448.31,462.92,428.52,430.82,261312,117814754.3
1452384000,445.04,451.08,438.62,448.31,145630.61,65050338.17
1452643200,372.26,443.72,364.71,445.04,406354.3,166534539.3
1452902400,384.4,390.72,350.39,372.26,319352.7,120307953.96
1453161600,410.24,425.72,374.05,384.4,346600.4,139556736.2
1453420800,402.13,411.49,374.9,410.24,270775.84,106227499.42
1453680000,395.02,403.78,386.85,402.13,168142.9,66474916.58
1453939200,377.76,395.42,363.49,395.02,251954.96,95365511.73
1454198400,373.92,380.54,365.27,377.76,164346.79,61570197.14
1454457600,386.46,391.83,366.2,373.92,222599.1,84916815.7
1454716800,372.63,386.35,372.1,386.46,181829.5,68621077.67
1454976000,379.45,385.38,371.42,372.63,215499.78,81797959.8
1455235200,405.5,405.93,379.32,379.45,175507.62,68885294.42
1455494400,417.14,421.45,396.56,405.5,244780.81,100149030.07
1455753600,440.06,442.66,414.78,417.14,241213.25,103033382.77
1456012800,419.9,447.61,414.36,440.06,250226.87,108599975.45
1456272000,427.32,427.58,410.36,419.9,173260.63,73375313.18
1456531200,436.21,441.32,421.22,427.32,162412.92,70496847.39
1456790400,419.56,439.02,414.94,436.21,204108.59,87395733.71
1457049600,405.96,423.39,386.93,419.56,267010.68,108467003.65
1457308800,412.76,416.72,401.98,405.96,166463.53,68589574.87
1457568000,410.36,422.4,407.03,412.76,176003.49,73244739.58
1457827200,415.13,417.37,409.57,410.36,132907.26,55156628.61
1458086400,408.16,419.56,402.48,415.13,154423.93,64097460.59
1458345600,411.11,413.45,402.13,408.16,110700.01,45397635.14
1458604800,414.74,419.58,410.78,411.11,128508.59,53582287.47
1458864000,424.57,427.36,412.41,414.74,124369.19,52264657.56
1459123200,412.44,425.36,406.36,424.57,155840.1,65067399.65
1459382400,418.51,420.09,411.45,412.44,111369.06,46397124.09
1459641600,422.07,423.67,416.21,418.51,97121.84,40883522.86
1459900800,417.69,423.51,415.5,422.07,115671.47,48848089.03
1460160000,421.43,422.35,412.39,417.69,89112.12,37472403.77
1460419200,424.02,426.69,420.7,421.43,126464.94,53803268.11
1460678400,426.26,432,423.25,424.02,108728.02,46712694.19
1460937600,441.16,442.86,424.35,426.26,152611.64,66320407
1461196800,450.08,451.48,439.53,441.16,155196.9,69392143.11
1461456000,466,468.86,447.89,450.08,223648.17,103050193.3
1461715200,454.98,467.87,433.9,466,217591.61,98174235.09
1461974400,444.18,456.86,440.21,454.98,130908.47,58696308.22
1462233600,448.08,451.54,441.55,444.18,131078.17,58734232.57
1462492800,457.87,461.48,445.72,448.08,126997.86,58059891.22
1462752000,452.5,464.18,446.81,457.87,148379.75,67707178.56
1463011200,456.44,457.74,448.4,452.5,101937.54,46340844.42
1463270400,453.25,460.28,450.73,456.44,92426.26,42219086.27
1463529600,442.11,456.65,435.42,453.25,140423.67,62925960.47
1463788800,443.69,445.24,436.94,442.11,87635.97,38790866.34
1464048000,453.3,454.25,442.02,443.69,108646.81,48885104.42
1464307200,516.05,548.04,452.71,453.3,438416.83,220048999.78
1464566400,537.4,546.92,512.81,516.05,264014.91,141072237.98
1464825600,571.95,592.68,530.47,537.4,246539.71,138198526.92
1465084800,575.58,591.32,543.63,571.95,212897.28,123447553.45
1465344000,577.89,582.44,567.78,575.58,143719.37,83007658.84
1465603200,700.07,718.24,576.29,577.89,476327.87,313917620.32
1465862400,761.21,769.73,654.69,700.07,443838.98,316026565.16
1466121600,761.04,776.04,704.21,761.21,396841.1,297165334.73
1466380800,590.56,764.6,586.6,761.04,562693.58,380016839.23
1466640000,663.52,688.1,539.28,590.56,558891.58,350722087.81
1466899200,644.89,665.19,609.9,663.52,265399.61,169824055.54
1467158400,674.57,685.11,621.76,644.89,260649.99,171507636.94
1467417600,675.16,701.49,644.04,674.57,230553.77,155904189.4
1467676800,635.25,679.19,604.95,675.16,255300.51,166034706.77
1467936000,647.11,663.49,620.68,635.25,201162.5,130259984.83
1468195200,661.15,673.19,639.97,647.11,175491.46,115764631.26
1468454400,660.69,667.46,646.31,661.15,104412.48,69123910.53
1468713600,671.1,680.94,660.13,660.69,119812.73,80827340.18
1468972800,651.11,672.29,645.69,671.1,135622.19,89709805.52
1469232000,654,664.21,647.98,651.11,94083.36,61751555.73
1469491200,654.13,659.08,643.49,654,107386.71,70198693.73
1469750400,621.87,657.55,621.42,654.13,109285.77,70397742.16
1470009600,566.44,627.89,471.36,621.87,283504.28,163738645.93
1470268800,586.45,596.68,559.5,566.44,98091.23,56395202.79
1470528000,585.25,596.01,580.87,586.45,77054.54,45522612.57
1470787200,587.14,600.52,580.87,585.25,114895.04,68027189.3
1471046400,566.95,590.07,559.28,587.14,86140.77,49546818.4
1471305600,573.39,583.38,563.38,566.95,100839.54,58030504.41
1471564800,580.66,585.32,566.25,573.39,62810.41,36412591.45
1471824000,579.66,591.9,576.82,580.66,93697.97,54767568.7
1472083200,570.35,582.73,567.25,579.66,72588.68,41961858.91
1472342400,577.32,579.94,569.21,570.35,64168.19,37034130.7
1472601600,575.29,704.97,569.3,577.32,77418.12,44514715.36
1472860800,605.76,615.2,572.64,575.29,91676.22,55071358.3
1473120000,625.57,629.3,603.55,605.76,90686.84,56004479.55
1473379200,605.61,630.77,592.79,625.57,80156.59,49777611.54
1473638400,609.54,612.16,603.03,605.61,79704.48,48788668.28
1473897600,607.08,610.73,604.52,609.54,60428.56,36970420.51
1474156800,609.24,612.41,605.22,607.08,60174.1,36796155.8
1474416000,602.92,608.82,591.69,609.24,85225.74,51090389.06
1474675200,606.54,608.46,598.17,602.92,54255.4,32934698.08
1474934400,604.7,608.97,601.73,606.54,69803.95,42423296.61
1475193600,610.69,615,602.25,604.7,57419.73,35046942.64
1475452800,611.82,613.65,606.5,610.69,70340.74,43123971.2
1475712000,617.65,619.56,608.54,611.82,67971.49,41911170.65
1475971200,640.45,642.35,612.76,617.65,94427.08,59285779.65
1476230400,637.92,642.51,630.66,640.45,83989.13,53742236.48
1476489600,637.37,642.18,634.89,637.92,52958.5,34020463.19
1476748800,628.34,639.34,624.09,637.37,80831.14,51356321.8
1477008000,653.03,661.2,627.58,628.34,87092.47,56408823.41
1477267200,674.67,678.39,645.68,653.03,117656.38,77855175.99
1477526400,714.95,720.19,672.26,674.67,139554.04,97042943.98
1477785600,726.76,734.36,682.17,714.95,145439.96,103934375.42
1478044800,702.08,744.43,670.4,726.76,183687.88,131282871
1478304000,705.4,714.13,694.03,702.08,78572.54,55715503.47
1478563200,714.57,741.23,700.96,705.4,143758.05,103742126.01
1478822400,701.97,719.79,685.01,714.57,89321.93,63314332.64
1479081600,740.28,745.98,696.11,701.97,158722.62,114481087.68
1479340800,747.89,755.34,730.08,740.28,128106.48,95885395.22
1479600000,749.34,754.01,712.77,747.89,124372.91,92112662.27
1479859200,740.39,750.93,726.19,749.34,103955.61,77089492.19
1480118400,733.3,740.96,725.62,740.39,78049.63,57572145.14
1480377600,752.63,755.48,727.78,733.3,125874.47,93931597.68
1480636800,766.39,779.02,752.25,752.63,120827.36,93882862.22
1480896000,765.56,769.18,746.01,766.39,119460.1,91335872.46
1481155200,774,776.96,761.17,765.56,70975.21,54979655.76
1481414400,778.74,790.33,763,774,79008.39,61606933.81
1481673600,782.05,783.94,771.01,778.74,78614.28,61428876.71
1481932800,789.79,793.73,779.36,782.05,63574.53,50413207.93
1482192000,860.15,874.68,787.12,789.79,170331.33,141329019.61
1482451200,891.07,920.49,851.42,860.15,190737.44,170553090.15
1482710400,972.17,974.51,885.88,891.07,165764.99,154781172.45
1482969600,963.38,982.57,927.4,972.17,159523.74,153055219.08
1483228800,1033.3,1035.47,956.1,963.38,160888.16,162694867.03
1483488000,886.16,1150.63,852.55,1033.3,590570.97,594584581.65
1483747200,899.78,936.13,806.66,886.16,270148.58,239299153.26
1484006400,810.11,917.65,739.55,899.78,368387.76,302824918.5
1484265600,821.17,838.9,771,810.11,158471.12,129155092.72
1484524800,872.03,913.67,817.7,821.17,184689.09,160908018.43
1484784000,919.84,928.93,870.71,872.03,137684.56,124277121.9
1485043200,893.75,938.38,888.62,919.84,139546.07,127804265.6
1485302400,918.01,922.56,883.63,893.75,102670.87,93313696.54
1485561600,920.73,922.4,911.51,918.01,44421.82,41070384.82
1485820800,1003.97,1009.13,917.38,920.73,150757.38,146538943.46
1486080000,1016.11,1041.04,989.21,1003.97,132191.99,134507517.49
1486339200,1055.49,1069.23,1010.83,1016.11,136718.19,142483019.92
1486598400,1008.32,1073.03,924.65,1055.49,237198.64,234982923.98
1486857600,1008.34,1013.8,975.1,1008.32,87196.92,87420163.77
1487116800,1049.41,1057.39,999.73,1008.34,107151.15,110499653.31
1487376000,1077.56,1081.78,1037.67,1049.41,74326.02,78693123.19
1487635200,1171.91,1181.6,1073.54,1077.56,170699.28,192219190.21
1487894400,1171.58,1211.74,1092.41,1171.91,184796.17,215732099.26
1488153600,1222.66,1225.04,1154.55,1171.58,137202.5,164371996.78
1488412800,1264.32,1291.35,1211.96,1222.66,184185.7,232514837.08
1488672000,1232.69,1280.89,1148.66,1264.32,144179.14,180369959.68
1488931200,1112.39,1330.42,988.69,1232.69,348208.32,410606077.29
1489190400,1238.19,1245.63,1104.78,1112.39,175620.25,210205258.27
1489449600,1172.88,1260.24,1118.96,1238.19,221507.75,269954341.39
1489708800,1022.6,1174.9,940.18,1172.88,480608.08,504780062.12
1489968000,1044.72,1125.53,997.78,1022.6,269308.75,285615634.26
1490227200,966.3,1062.79,890.43,1044.72,316162.2,307336061.12
1490486400,1044.42,1068.41,946.65,966.3,256589.74,259155756.02
1490745600,1079.11,1088.2,1008.34,1044.42,234825.33,245439339.03
1491004800,1147.56,1157.87,1067.47,1079.11,220138.37,244744819.47
1491264000,1188.7,1201.55,1110.06,1147.56,232825.9,267681826.28
1491523200,1204.34,1215.1,1166.65,1188.7,138278.28,165075822.57
1491782400,1212.53,1229.57,1194.81,1204.34,122191.06,148736783.91
1492041600,1176.99,1218.66,841.53,1212.53,141654,168463536.5
1492300800,1206.09,1213.88,1166.74,1176.99,118161.35,143534745.19
1492560000,1249.64,1256.97,1194.08,1206.09,139886.03,174756014.93
1492819200,1248.18,1256.97,1215.78,1249.64,124964.84,159282917.79
1493078400,1332.91,1346.79,1244.21,1248.18,164565.92,217628363.07
1493337600,1351.91,1358.94,1287.62,1332.91,159181.79,215989230.69
1493596800,1485.55,1496.39,1342.78,1351.91,252160.45,370307990.89
1493856000,1545.29,1609.84,1437.11,1485.55,316692.55,493847907.06
1494115200,1697.5,1757.39,1495.18,1545.29,305811.15,505565427.84
1494374400,1686.39,1864.76,1641.18,1697.5,308030.06,547192597.43
1494633600,1708.92,1802.75,1594.59,1686.39,196344.99,339763625.32
1494892800,1880.99,1980.49,1653.72,1708.92,243255.6,437235267.24
1495152000,2044.19,2094.94,1875.28,1880.99,267396.48,531907655.41
1495411200,2445.28,2496.98,1998.61,2044.19,437810.72,979185608.83
1495670400,2052.43,2781.76,1868.56,2445.28,662885.91,1509515746.5
1495929600,2192.55,2337.35,2051.07,2052.43,338204.19,740936839.88
1496188800,2492.6,2493.97,2168.37,2192.55,323473.99,751058840.7
1496448000,2704.96,2705.38,2449.95,2492.6,217121.83,551841293.38
1496707200,2798.78,2931.24,2623.61,2704.96,410324.73,1140000983.63
1496966400,2973.45,2977.86,2786.07,2798.78,236587.61,677623453.72
1497225600,2467.27,2985.06,2348.99,2973.45,508890.64,1347929466.01
1497484800,2655.1,2690.71,2125.56,2467.27,475942.05,1139593715.49
1497744000,2754.38,2800.48,2488.59,2655.1,285136.99,745646057.76
1498003200,2710.37,2804.41,2623.17,2754.38,251269.31,678856916.6
1498262400,2446.05,2741.56,2327.26,2710.37,339762.47,850598557.73
1498521600,2558.37,2616.95,2309.63,2446.05,345011.59,853043047.91
1498780800,2536.46,2576.28,2375.86,2558.37,207078.89,510380095.3
1499040000,2627.86,2658.73,2506.3,2536.46,253812.42,654935697.25
1499299200,2564.86,2634.84,2480.62,2627.86,205112.15,522699628.54
1499558400,2324.29,2576.73,2265.48,2564.86,309589.7,738775440.6
1499817600,2234.17,2436.66,2165.36,2324.29,312100.62,723430034.26
1500076800,2233.39,2237.13,1808.99,2234.17,521848.39,1053373453.87
1500336000,2866.02,2932.81,2164.59,2233.39,667275.6,1630276232.27
1500595200,2756.61,2876.71,2622.54,2866.02,423904.64,1171016910.51
1500854400,2559.21,2798.89,2441.54,2756.61,424395.33,1104277980.69
1501113600,2733.5,2843.78,2547.74,2559.21,327229.09,884179548.7
1501372800,2746.99,2946.02,2621.68,2733.5,297006.97,818986546.53
1501632000,2878.49,2892.67,2668.87,2746.99,218680.9,606851719.95
1501891200,3401.91,3425.13,2875.91,2878.49,308175.23,994243762.17
1502150400,3425.67,3494.87,3251.03,3401.91,275003.75,932252571.25
1502409600,4062.6,4189.42,3409.79,3425.67,379744.97,1453585318.13
1502668800,4387.4,4436.48,3837.13,4062.6,452942.85,1886728774.63
1502928000,4150.45,4487.5,3957.46,4387.4,385598.9,1620854269.83
1503187200,4089.7,4182.29,3612.21,4150.45,329946.4,1313025330.96
1503446400,4364.41,4461.71,4070.49,4089.7,251909.39,1069996989.25
1503705600,4390.31,4408.18,4195.23,4364.41,164161.86,709870469.25
1503964800,4735.11,4765.07,4350.22,4390.31,241566.56,1107915393.41
1504224000,4612.92,4976.52,4397.74,4735.11,365606.57,1708989978.05
1504483200,4618.71,4660.04,4004.62,4612.92,439741.19,1915780133.9
1504742400,4335.13,4699.59,4130.88,4618.71,327982.59,1443954987.38
1505001600,4158.92,4387.76,4032.15,4335.13,303874.99,1279900729.11
1505260800,3713.76,4174.58,2979.88,4158.92,952684.86,3365798074.36
1505520000,4100.28,4122.75,3485.83,3713.76,413356.77,1565748361.72
1505779200,3617.27,4120.71,3576.54,4100.28,354984.74,1374906066.2
1506038400,3667.52,3813.39,3505.81,3617.27,232199.44,851835412.27
1506297600,4212.2,4232.35,3665.67,3667.52,281043.07,1115515504.44
1506556800,4360.62,4383.27,4030.37,4212.2,257525.76,1082306233.28
1506816000,4314.18,4477.38,4230.73,4360.62,213652.63,930153139
1507075200,4371.94,4422.15,4143.35,4314.18,189388.09,814217914.56
1507334400,4777.49,4875.38,4319.48,4371.94,221760.8,1017982818.45
1507593600,5432.62,5432.63,4718.6,4777.49,332883.84,1662893197.31
1507852800,5688.14,5862.69,5391.97,5432.62,392880.22,2217041476.16
1508112000,5575.83,5795.33,5114.87,5677.35,249016.69,1372535462.71
1508371200,6006.65,6187.2,5517.62,5576.71,319860.49,1884252149.29
1508630400,5513.08,6070.56,5463.41,6006.65,385907.14,2231992541.92
1508889600,5764.56,5997.83,5375.64,5513.08,283448.53,1621686657.49
1509148800,6124.28,6295.43,5654.8,5764.56,294912.23,1754202452.87
1509408000,7024.81,7339.91,6090.83,6124.28,473237.74,3170807426.67
1509667200,7389.55,7599.44,6938.93,7024.81,367216.62,2683637523.32
1509926400,7444.36,7869.1,6934.73,7389.55,480957.43,3497471363.91
1510185600,6339.86,7457.12,6197.87,7444.36,484490.15,3307482114.92
1510444800,6597.06,6760.15,5493.64,6339.87,544675.85,3399026413.47
1510704000,7699.95,8000.19,6596.94,6597.06,382405.06,2850690154.92
1510963200,8244.69,8294.12,7458.9,7699.95,218704.61,1729866761.64
1511222400,8013.41,8368.36,7819.06,8245.87,249276.66,2033507934.87
1511481600,9318.42,9474.62,7900.17,8013.38,243557.02,2096694062.11
1511740800,9837.86,11417.84,8938.7,9318.42,427983,4309296596.2
1512000000,10912.73,11175.23,9023.77,9848.05,405753.23,4140353946.32
1512259200,11667.13,11901.87,10578.43,10912.72,304986.81,3486710594.1
1512518400,16047.61,17294.85,11661.76,11667.13,775447.34,11493277839.58
1512777600,16732.47,17399.18,13031,16048.18,543324.46,8238181669.49
1513036800,16467.91,17560.65,15669.86,16733.29,396171.95,6596008701.04
1513296000,19065.71,19870.62,16442.2,16467.91,383233.5,7025807952.41
1513555200,16461.97,19221.1,15642.69,19065.71,541470.89,9525971822.76
1513814400,14396.46,17301.83,10875.71,16461.09,800885.01,11356930138.64
1514073600,15756.56,16094.67,12166.45,14396.63,433028.53,6114902924.85
1514332800,14392.57,16514.59,13466.07,15757.02,427946.54,6322327596.52
1514592000,13444.88,14461.46,11962.09,14392.14,371761.2,4936975031.42
1514851200,15180.08,15435.01,12934.16,13444.88,355244.38,5217704764.01
1515110400,16228.16,17252.85,14832.36,15180.08,304894.78,5006225403.76
1515369600,14919.49,16302.92,13450.54,16228.26,384488.51,5678252678.8
1515628800,14243.12,14979.96,12825.95,14920.36,346821.22,4797139614.84
1515888000,11282.49,14415.67,10032.69,14244.12,491328.63,6125705065.4
1516147200,11521.76,12018.43,9205.38,11282.49,664435.83,7289105821.8
1516406400,10814.52,13031.04,10067.76,11521.82,415235.56,4857469401.32
1516665600,11175.87,11741.92,9980.5,10814.52,367991.17,4057680562.13
1516924800,11767.74,12064.19,10346.86,11175.87,321141.87,3629380135.75
1517184000,10226.86,11860.29,9698.13,11767.74,367047.12,3872633294.35
1517443200,9251.27,10280.84,7786.2,10226.86,670741.09,5986553388.84
1517702400,7701.25,9400.99,5968.36,9251.27,1002320.84,7344953105.59
1517961600,8696.83,8743.2,7208.86,7701.25,626770.38,5102511391.02
1518220800,8911.27,9081.49,7862.31,8696.83,403834.6,3448617153.38
1518480000,10033.75,10223.58,8379.35,8911.17,401112.2,3740852200.77
1518739200,10417.23,11288.34,9720.38,10033.75,383648.37,4049453082.62
1518998400,10481.66,11802.23,10256.21,10418.12,433967.77,4809600646.01
1519257600,9705.73,10941.57,9396.54,10481.66,440149.7,4439884501.55
1519516800,10594.76,10879.38,9329.44,9705.73,299619.31,3035663165.15
1519776000,11043.12,11191.94,10247.56,10594.76,271062.72,2931455285.34
1520035200,11440.73,11694.15,11043.12,11043.12,200619.26,2294399366.87
1520294400,9316.72,11441.65,9086.85,11440.33,447815.85,4561186386.33
1520553600,9544.84,9735.64,8393.45,9316.77,500885.19,4541361862.59
1520812800,8217.7,9907.41,7966.94,9543.98,448503.32,4049532996.41
1521072000,7883.45,8616.63,7698.47,8216.22,428695.14,3504580024.05
1521331200,8920.71,9056.23,7318.46,7882.67,502585.52,4133794607.45
1521590400,8934.8,9184.51,8307.58,8920.53,336157.59,2954660247.56
1521849600,8152.2,9036.23,7869.27,8935.51,301931.85,2564345420.37
1522108800,7106.62,8226.24,6927.11,8152.18,384919.6,2967647135.74
1522368000,6835.84,7280.27,6463.54,7106.62,490708.28,3389963618.5
1522627200,6815.5,8218.66,6727.09,6835.58,353230.57,2531388015.95
1522886400,6917.2,7083.85,6526.67,6815.5,286488.77,1947679603.76
1523145600,6871.07,7204.28,6633.69,6917.2,252955.79,1752220214.28
1523404800,7899.11,8237.16,6791.33,6871.07,407744.38,3112337130.58
1523664000,8079.77,8437.03,7841.19,7898.74,223182.45,1821286143.28
1523923200,8301.82,8321.01,7858.12,8079.77,217804.7,1776480327.37
1524182400,8823.36,9047.82,8243.49,8301.82,276578.81,2419251415.54
1524441600,8873.62,9765.23,8757.06,8823.46,391045.41,3610163309.14
1524700800,8798,8874.84,8669.38,8873.57,16570.74,145472470.38
